shot_id_number,power_of_shot,knockout_match,game_season,is_goal,home/away,lat/lng,type_of_shot,type_of_combined_shot,match_id,distance_of_shot_avg,remaining_min_1,area_of_shot_Center(C),area_of_shot_Left Side Center(LC),area_of_shot_Left Side(L),area_of_shot_Mid Ground(MG),area_of_shot_Right Side Center(RC),area_of_shot_Right Side(R),area_of_shot_U,shot_basics_Goal Area,shot_basics_Goal Line,shot_basics_Left Corner,shot_basics_Mid Ground Line,shot_basics_Mid Range,shot_basics_Penalty Spot,shot_basics_Right Corner,shot_basics_U
18677,2.0,0.0,2011-12,5.0,BOS,0,0,shot - 3,21100384,33.0,75.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18678,2.0,0.0,2011-12,0.0,BOS,0,shot - 20,0,21100384,40.0,72.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18679,3.0,0.0,2011-12,0.0,BOS,0,0,shot - 3,21100384,43.0,10.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18680,3.0,0.0,2011-12,0.0,BOS,0,shot - 29,0,21100384,37.0,8.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18681,3.0,0.0,2011-12,5.0,BOS,0,0,shot - 1,21100384,20.0,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18682,3.0,0.0,2011-12,0.0,BOS,0,0,shot - 3,21100384,36.0,7.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18683,3.0,0.0,2011-12,0.0,BOS,0,shot - 15,0,21100384,60.2,25.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18684,3.0,0.0,2011-12,5.0,BOS,0,0,shot - 1,21100384,20.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18685,3.0,0.0,2011-12,5.0,BOS,0,shot - 36,0,21100384,45.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18686,3.0,0.0,2011-12,5.0,BOS,0,0,shot - 3,21100384,24.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18687,3.0,0.0,2011-12,5.0,BOS,0,0,shot - 0,21100384,30.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18688,3.0,0.0,2011-12,1.0,BOS,0,0,shot - 3,21100384,31.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18689,4.0,0.0,2011-12,5.0,BOS,0,shot - 38,0,21100384,40.2,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18690,4.0,0.0,2011-12,5.0,BOS,0,shot - 38,0,21100384,30.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18691,4.0,0.0,2011-12,0.0,BOS,0,0,shot - 3,21100384,30.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18692,5.0,0.0,2011-12,0.0,BOS,0,0,shot - 3,21100384,58.2,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18693,5.0,0.0,2011-12,1.0,BOS,0,shot - 38,0,21100384,39.0,75.64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18694,5.0,0.0,2011-12,0.0,BOS,0,0,shot - 3,21100384,29.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18695,5.0,0.0,2011-12,0.0,BOS,0,shot - 1,0,21100384,33.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18696,5.0,0.0,2011-12,0.0,BOS,0,0,shot - 3,21100384,36.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18697,1.0,0.0,2011-12,0.0,NYK,0,0,shot - 3,21100395,36.0,10.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18698,1.0,0.0,2011-12,0.0,NYK,0,shot - 38,0,21100395,21.7,6.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
18699,1.0,0.0,2011-12,0.0,NYK,0,shot - 43,0,21100395,44.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18700,1.0,0.0,2011-12,1.0,NYK,0,shot - 10,0,21100395,21.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18701,1.0,0.0,2011-12,0.0,NYK,0,0,shot - 3,21100395,36.0,48.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18702,2.0,0.0,2011-12,0.0,NYK,0,shot - 8,0,21100395,35.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18703,3.0,0.0,2011-12,0.0,NYK,0,0,shot - 3,21100395,37.0,11.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18704,3.0,0.0,2011-12,0.0,NYK,0,shot - 9,0,21100395,36.0,107.64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18705,3.0,0.0,2011-12,0.0,NYK,0,shot - 15,0,21100395,24.2,8.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18706,3.0,0.0,2011-12,0.0,NYK,0,0,shot - 3,21100395,38.0,52.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18707,3.0,0.0,2011-12,0.0,NYK,0,shot - 28,0,21100395,45.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18708,3.0,0.0,2011-12,1.0,NYK,0,0,shot - 3,21100395,58.7,5.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18709,3.0,0.0,2011-12,5.0,NYK,0,0,shot - 3,21100395,36.0,20.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18710,3.0,0.0,2011-12,0.0,NYK,0,0,shot - 3,21100395,45.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18711,3.0,0.0,2011-12,1.0,NYK,0,0,shot - 3,21100395,37.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18712,3.0,0.0,2011-12,1.0,NYK,0,shot - 36,0,21100395,36.7,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18713,3.0,0.0,2011-12,1.0,NYK,0,shot - 15,0,21100395,36.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18714,4.0,0.0,2011-12,0.0,NYK,0,shot - 33,0,21100395,51.2,112.64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18715,4.0,0.0,2011-12,0.0,NYK,0,0,shot - 4,21100395,22.0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18716,4.0,0.0,2011-12,5.0,NYK,0,shot - 4,0,21100395,21.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18717,4.0,0.0,2011-12,0.0,NYK,0,shot - 52,0,21100395,36.0,91.64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18718,4.0,0.0,2011-12,1.0,NYK,0,0,shot - 3,21100395,34.0,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18719,4.0,0.0,2011-12,0.0,NYK,0,shot - 39,0,21100395,40.0,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18720,4.0,0.0,2011-12,1.0,NYK,0,shot - 35,0,21100395,34.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18721,4.0,0.0,2011-12,0.0,NYK,0,shot - 19,0,21100395,44.0,104.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18722,4.0,0.0,2011-12,0.0,NYK,0,0,shot - 4,21100395,25.7,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18723,4.0,0.0,2011-12,5.0,NYK,0,shot - 38,0,21100395,32.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18724,4.0,0.0,2011-12,0.0,NYK,0,0,shot - 3,21100395,36.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
18725,4.0,0.0,2011-12,1.0,NYK,0,shot - 10,0,21100395,63.86400000000001,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18726,1.0,0.0,2011-12,0.0,TOR,0,0,shot - 3,21100408,44.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18727,1.0,0.0,2011-12,1.0,TOR,0,0,shot - 3,21100408,28.7,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18728,1.0,0.0,2011-12,0.0,TOR,0,shot - 51,0,21100408,34.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18729,2.0,0.0,2011-12,0.0,TOR,0,0,shot - 3,21100408,24.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18730,2.0,0.0,2011-12,1.0,TOR,0,0,shot - 3,21100408,40.4,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18731,2.0,0.0,2011-12,1.0,TOR,0,shot - 43,0,21100408,34.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18732,2.0,0.0,2011-12,0.0,TOR,0,shot - 26,0,21100408,45.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18733,3.0,0.0,2011-12,5.0,TOR,0,0,shot - 2,21100408,23.0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18734,3.0,0.0,2011-12,0.0,TOR,0,shot - 49,0,21100408,42.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18735,3.0,0.0,2011-12,0.0,TOR,0,shot - 15,0,21100408,30.0,6.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18736,3.0,0.0,2011-12,1.0,TOR,0,0,shot - 2,21100408,26.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18737,3.0,0.0,2011-12,1.0,TOR,0,shot - 19,0,21100408,44.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18738,3.0,0.0,2011-12,0.0,TOR,0,shot - 38,0,21100408,35.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18739,4.0,0.0,2011-12,1.0,TOR,0,0,shot - 3,21100408,45.0,95.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18740,4.0,0.0,2011-12,1.0,TOR,0,0,shot - 3,21100408,25.0,6.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
18741,4.0,0.0,2011-12,0.0,TOR,0,0,shot - 3,21100408,32.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18742,4.0,0.0,2011-12,0.0,TOR,0,0,shot - 3,21100408,51.86400000000001,77.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18743,4.0,0.0,2011-12,0.0,TOR,0,shot - 10,0,21100408,23.0,57.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18744,4.0,0.0,2011-12,0.0,TOR,0,shot - 43,0,21100408,44.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18745,4.0,0.0,2011-12,0.0,TOR,0,shot - 39,0,21100408,51.7,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18746,4.0,0.0,2011-12,0.0,TOR,0,shot - 43,0,21100408,40.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18747,4.0,0.0,2011-12,5.0,TOR,0,shot - 36,0,21100408,44.0,92.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18748,4.0,0.0,2011-12,1.0,TOR,0,0,shot - 3,21100408,37.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18749,1.0,0.0,2011-12,0.0,ATL,1,0,shot - 3,21100428,35.0,11.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18750,1.0,0.0,2011-12,0.0,ATL,1,0,shot - 3,21100428,40.0,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18751,1.0,0.0,2011-12,0.0,ATL,1,shot - 11,0,21100428,40.0,6.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18752,1.0,0.0,2011-12,1.0,ATL,1,shot - 38,0,21100428,39.0,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18753,1.0,0.0,2011-12,0.0,ATL,1,0,shot - 3,21100428,44.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18754,1.0,0.0,2011-12,0.0,ATL,1,0,shot - 3,21100428,33.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18755,2.0,0.0,2011-12,0.0,ATL,1,0,shot - 3,21100428,39.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18756,2.0,0.0,2011-12,0.0,ATL,1,0,shot - 3,21100428,35.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18757,2.0,0.0,2011-12,0.0,ATL,1,shot - 15,0,21100428,46.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18758,2.0,0.0,2011-12,0.0,ATL,1,shot - 37,0,21100428,57.7,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18759,3.0,0.0,2011-12,5.0,ATL,1,shot - 4,0,21100428,21.0,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18760,3.0,0.0,2011-12,1.0,ATL,1,0,shot - 3,21100428,39.0,100.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18761,3.0,0.0,2011-12,0.0,ATL,1,0,shot - 3,21100428,27.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18762,3.0,0.0,2011-12,1.0,ATL,1,0,shot - 3,21100428,41.0,31.64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18763,3.0,0.0,2011-12,0.0,ATL,1,0,shot - 3,21100428,40.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18764,3.0,0.0,2011-12,1.0,ATL,1,0,shot - 4,21100428,21.2,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18765,3.0,0.0,2011-12,0.0,ATL,1,shot - 36,0,21100428,44.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18766,4.0,0.0,2011-12,0.0,ATL,1,0,shot - 4,21100428,20.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18767,1.0,0.0,2011-12,0.0,PHX,1,shot - 36,0,21100455,38.0,75.2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18768,1.0,0.0,2011-12,0.0,PHX,1,0,shot - 4,21100455,22.0,98.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18769,1.0,0.0,2011-12,1.0,PHX,1,0,shot - 4,21100455,21.0,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18770,1.0,0.0,2011-12,0.0,PHX,1,shot - 4,0,21100455,22.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18771,1.0,0.0,2011-12,1.0,PHX,1,0,shot - 3,21100455,42.2,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18772,1.0,0.0,2011-12,0.0,PHX,1,shot - 2,0,21100455,35.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18773,2.0,0.0,2011-12,5.0,PHX,1,0,shot - 3,21100455,29.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18774,2.0,0.0,2011-12,1.0,PHX,1,0,shot - 4,21100455,22.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18775,3.0,0.0,2011-12,1.0,PHX,1,0,shot - 4,21100455,22.0,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18776,3.0,0.0,2011-12,1.0,PHX,1,shot - 54,0,21100455,23.0,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18777,3.0,0.0,2011-12,1.0,PHX,1,0,shot - 2,21100455,23.0,115.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18778,3.0,0.0,2011-12,0.0,PHX,1,shot - 4,0,21100455,23.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18779,3.0,0.0,2011-12,1.0,PHX,1,0,shot - 4,21100455,22.0,27.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18780,3.0,0.0,2011-12,1.0,PHX,1,shot - 17,0,21100455,36.0,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18781,3.0,0.0,2011-12,1.0,PHX,1,0,shot - 3,21100455,26.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18782,3.0,0.0,2011-12,5.0,PHX,1,shot - 3,0,21100455,36.0,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18783,3.0,0.0,2011-12,1.0,PHX,1,0,shot - 3,21100455,46.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18784,3.0,0.0,2011-12,0.0,PHX,1,0,shot - 3,21100455,46.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18785,3.0,0.0,2011-12,0.0,PHX,1,shot - 36,0,21100455,34.0,26.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18786,3.0,0.0,2011-12,1.0,PHX,1,0,shot - 3,21100455,28.7,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18787,4.0,0.0,2011-12,0.0,PHX,1,shot - 52,0,21100455,41.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18788,4.0,0.0,2011-12,0.0,PHX,1,shot - 16,0,21100455,23.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18789,4.0,0.0,2011-12,1.0,PHX,1,0,shot - 3,21100455,28.2,42.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18790,4.0,0.0,2011-12,1.0,PHX,1,shot - 36,0,21100455,26.0,112.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18791,4.0,0.0,2011-12,0.0,PHX,1,shot - 3,0,21100455,24.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18792,1.0,0.0,2011-12,1.0,PHX,0,shot - 5,0,21100469,42.0,10.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18793,3.0,0.0,2011-12,0.0,PHX,0,shot - 20,0,21100469,44.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18794,1.0,0.0,2011-12,1.0,PHX,0,shot - 39,0,21100469,32.0,5.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18795,2.0,0.0,2011-12,0.0,PHX,0,0,shot - 3,21100469,67.86399999999999,94.64,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18796,2.0,0.0,2011-12,1.0,PHX,0,shot - 39,0,21100469,20.7,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18797,2.0,0.0,2011-12,5.0,PHX,0,shot - 39,0,21100469,20.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18798,2.0,0.0,2011-12,0.0,PHX,0,0,shot - 3,21100469,40.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18799,2.0,0.0,2011-12,1.0,PHX,0,0,shot - 4,21100469,20.0,55.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18800,2.0,0.0,2011-12,1.0,PHX,0,shot - 43,0,21100469,41.0,40.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18801,3.0,0.0,2011-12,0.0,PHX,0,shot - 36,0,21100469,45.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18802,3.0,0.0,2011-12,1.0,PHX,0,shot - 52,0,21100469,25.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18803,3.0,0.0,2011-12,0.0,PHX,0,0,shot - 3,21100469,38.0,8.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18804,3.0,0.0,2011-12,0.0,PHX,0,shot - 38,0,21100469,40.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18805,3.0,0.0,2011-12,1.0,PHX,0,shot - 36,0,21100469,35.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18806,3.0,0.0,2011-12,1.0,PHX,0,shot - 36,0,21100469,45.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18807,3.0,0.0,2011-12,0.0,PHX,0,shot - 36,0,21100469,45.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18808,3.0,0.0,2011-12,0.0,PHX,0,0,shot - 3,21100469,35.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18809,4.0,0.0,2011-12,0.0,PHX,0,shot - 52,0,21100469,49.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18810,4.0,0.0,2011-12,5.0,PHX,0,shot - 7,0,21100469,44.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18811,4.0,0.0,2011-12,1.0,PHX,0,shot - 36,0,21100469,28.0,7.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
18812,4.0,0.0,2011-12,0.0,PHX,0,0,shot - 3,21100469,36.864,6.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18813,4.0,0.0,2011-12,1.0,PHX,0,0,shot - 0,21100469,35.0,6.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18814,4.0,0.0,2011-12,0.0,PHX,0,0,shot - 3,21100469,29.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18815,4.0,0.0,2011-12,0.0,PHX,0,0,shot - 3,21100469,30.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18816,1.0,0.0,2011-12,0.0,POR,1,shot - 10,0,21100479,26.0,10.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18817,1.0,0.0,2011-12,5.0,POR,1,0,shot - 3,21100479,28.0,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18818,1.0,0.0,2011-12,0.0,POR,1,shot - 8,0,21100479,32.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18819,1.0,0.0,2011-12,1.0,POR,1,shot - 46,0,21100479,21.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18820,1.0,0.0,2011-12,5.0,POR,1,shot - 4,0,21100479,21.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18821,1.0,0.0,2011-12,0.0,POR,1,0,shot - 3,21100479,31.0,95.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18822,1.0,0.0,2011-12,1.0,POR,1,shot - 10,0,21100479,21.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18823,2.0,0.0,2011-12,5.0,POR,1,0,shot - 3,21100479,54.2,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18824,2.0,0.0,2011-12,1.0,POR,1,0,shot - 3,21100479,46.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18825,2.0,0.0,2011-12,5.0,POR,1,shot - 3,0,21100479,61.2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18826,2.0,0.0,2011-12,0.0,POR,1,0,shot - 1,21100479,21.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18827,2.0,0.0,2011-12,0.0,POR,1,0,shot - 3,21100479,24.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18828,3.0,0.0,2011-12,0.0,POR,1,0,shot - 3,21100479,39.0,11.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18829,3.0,0.0,2011-12,1.0,POR,1,shot - 4,0,21100479,21.0,22.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18830,3.0,0.0,2011-12,1.0,POR,1,shot - 43,0,21100479,34.0,10.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18831,3.0,0.0,2011-12,1.0,POR,1,shot - 39,0,21100479,20.0,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18832,3.0,0.0,2011-12,1.0,POR,1,0,shot - 4,21100479,46.2,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18833,3.0,0.0,2011-12,0.0,POR,1,0,shot - 3,21100479,23.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18834,3.0,0.0,2011-12,1.0,POR,1,shot - 38,0,21100479,64.36399999999999,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18835,3.0,0.0,2011-12,0.0,POR,1,shot - 48,0,21100479,41.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18836,3.0,0.0,2011-12,5.0,POR,1,0,shot - 3,21100479,42.7,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18837,3.0,0.0,2011-12,5.0,POR,1,0,shot - 3,21100479,34.0,6.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
18838,4.0,0.0,2011-12,1.0,POR,1,shot - 34,0,21100479,20.2,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18839,4.0,1.0,2011-12,0.0,POR,1,shot - 42,0,21100479,28.7,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18840,4.0,0.0,2011-12,1.0,POR,1,shot - 39,0,21100479,22.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18841,4.0,0.0,2011-12,0.0,POR,1,shot - 20,0,21100479,35.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18842,1.0,0.0,2011-12,0.0,DAL,0,0,shot - 4,21100497,22.0,51.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18843,1.0,0.0,2011-12,0.0,DAL,0,0,shot - 3,21100497,36.0,5.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18844,1.0,0.0,2011-12,0.0,DAL,0,shot - 31,0,21100497,50.2,16.2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18845,2.0,0.0,2011-12,0.0,DAL,0,0,shot - 3,21100497,48.7,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18846,2.0,0.0,2011-12,1.0,DAL,0,0,shot - 3,21100497,44.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18847,2.0,0.0,2011-12,0.0,DAL,0,0,shot - 3,21100497,32.0,110.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18848,3.0,0.0,2011-12,0.0,DAL,0,shot - 34,0,21100497,40.0,11.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18849,3.0,0.0,2011-12,0.0,DAL,0,shot - 26,0,21100497,41.0,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18850,3.0,0.0,2011-12,5.0,DAL,0,0,shot - 3,21100497,87.4,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18851,3.0,0.0,2011-12,0.0,DAL,0,shot - 45,0,21100497,40.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18852,3.0,0.0,2011-12,1.0,DAL,0,0,shot - 3,21100497,26.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18853,4.0,0.0,2011-12,1.0,DAL,0,0,shot - 3,21100497,95.4,7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18854,4.0,0.0,2011-12,0.0,DAL,0,0,shot - 3,21100497,39.0,74.64,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
18855,4.0,0.0,2011-12,0.0,DAL,0,shot - 36,0,21100497,43.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18856,4.0,0.0,2011-12,0.0,DAL,0,shot - 7,0,21100497,46.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
